ID;CLASS;X01;X02;X03;X04;X05;X06;X07;X08;X09;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;DATETIME_OPEN;DATETIME_CHECK
95;2;0;0;4;1;2;0;1;0;0;1;9;4;0;34;10;1;3;0;2;0;4;19;888;10;0;0;0;0;12;0;0;0;3;0;0;7615;-8064;-1744;-364;58767;4453;NULL;77233;11502;3524;NULL;86799;6;0;0;3;1;0;13956;4;2;NULL;NULL;NULL;NULL;NULL;"2016-07-07 00:00:00";"2016-07-17 03:23:19"
96;2;0;0;16;14;0;2;0;0;0;3;20;0;0;52;18;14;0;0;0;1;1;29;879;64;0;0;0;0;17;0;0;0;0;0;0;8100;-23208;-7048;-7550;385350;9081;651;119036;98959;4836;651;30150;4;0;0;2;1;0;14222;16;0;NULL;NULL;NULL;NULL;NULL;"2016-05-20 00:00:00";"2016-07-23 10:56:49"
97;2;0;0;6;0;0;1;2;1;0;2;5;0;2;23;3;1;0;0;0;1;0;33;1618;309;0;0;0;0;14;0;0;0;0;0;0;45950;100;32283;38150;33528;3400;2822949;52;33528;3400;571;52;4;1;0;1;0;0;5353;5;0;NULL;NULL;NULL;NULL;NULL;"2015-09-18 00:00:00";"2016-07-23 10:39:45"
98;2;0;0;4;4;0;0;0;0;0;2;6;3;0;29;6;5;0;0;0;0;1;21;888;14;0;0;0;0;16;0;0;0;9;0;0;8100;-7910;87;100;97705;10261;NULL;75786;98449;8266;NULL;75786;13;5;3;2;1;1;11897;4;3;NULL;NULL;NULL;NULL;NULL;"2016-07-08 00:00:00";"2016-07-22 22:22:42"
99;2;0;0;9;5;1;0;2;1;0;1;11;0;0;30;7;4;2;0;0;1;0;34;1618;134;0;0;0;0;15;0;0;0;0;0;1;11000;3000;6000;4200;84726;2263;199;NULL;85653;1637;199;NULL;7;1;1;2;2;0;4143;9;0;NULL;NULL;NULL;NULL;NULL;"2016-03-10 00:00:00";"2016-07-22 21:18:49"
100;2;0;0;13;5;1;3;1;1;2;1;13;0;0;40;10;6;0;2;1;1;0;34;1618;11;0;0;0;0;19;0;0;0;0;0;1;8000;0;2693;51;69727;933;890;NULL;86273;743;890;NULL;3;1;0;1;0;0;16341;11;0;NULL;NULL;NULL;NULL;NULL;"2016-07-11 00:00:00";"2016-07-22 21:18:49"
101;2;4;2;6;3;2;0;0;1;0;4;3;0;13;49;17;4;2;0;7;2;2;41;879;122;0;1;3;0;16;0;0;0;0;3;1;6093;-18574;-4964;-3074;554399;229405;NULL;458938;107527;1806;NULL;259157;2;0;1;1;0;0;1816;5;0;NULL;NULL;NULL;NULL;NULL;"2016-03-22 00:00:00";"2016-07-22 19:10:04"
103;2;0;0;7;4;0;2;1;0;0;7;8;0;0;34;7;4;1;0;1;0;0;47;879;214;0;0;0;0;11;0;0;0;0;0;1;7800;-14700;-5229;-6900;210491;686;2844;30;168927;628;2844;30;3;1;0;2;0;0;348;7;0;NULL;NULL;NULL;NULL;NULL;"2015-12-21 00:00:00";"2016-07-22 18:01:13"
104;2;0;0;8;3;0;1;0;4;0;8;10;0;0;29;5;2;0;2;0;1;0;17;879;23;0;0;0;0;8;0;0;0;0;0;0;15800;200;3992;1900;192575;1681;60811;NULL;80219;794;363;NULL;2;0;0;2;0;0;183;7;0;NULL;NULL;NULL;NULL;NULL;"2016-06-29 00:00:00";"2016-07-22 14:51:03"
105;2;0;0;5;0;0;3;2;0;0;0;7;0;0;11;1;0;1;0;0;0;0;19;904;11;0;0;0;0;5;0;0;0;0;0;0;8000;2100;5300;5900;174017;11062;15606;NULL;174017;11062;2119;NULL;3;0;0;3;0;0;NULL;5;0;NULL;NULL;NULL;NULL;NULL;"2016-07-11 00:00:00";"2016-07-22 13:29:14"
106;2;0;0;1;1;0;0;0;0;0;2;3;1;0;13;1;1;0;0;0;0;0;40;888;134;0;0;0;0;6;0;0;0;2;0;0;8000;810;4405;4405;NULL;9396;NULL;NULL;NULL;9396;NULL;NULL;10;0;0;8;1;0;5171;1;1;NULL;NULL;NULL;NULL;NULL;"2016-03-10 00:00:00";"2016-07-22 11:43:17"
107;2;0;0;3;3;0;0;0;0;0;2;5;1;0;16;2;0;0;0;0;0;1;40;888;134;0;0;0;0;6;0;0;0;0;0;0;22380;810;9452;8000;NULL;1242;4698;74943;NULL;1242;4698;74943;10;0;0;8;1;0;5156;3;1;NULL;NULL;NULL;NULL;NULL;"2016-03-10 00:00:00";"2016-07-22 11:27:47"
108;2;0;0;1;0;1;0;0;0;0;1;3;0;0;9;0;0;0;0;0;0;0;17;1138;91;0;0;0;0;7;0;0;0;0;0;1;5900;5900;5900;5900;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;1;0;0;0;0;NULL;1;0;NULL;NULL;NULL;NULL;NULL;"2016-04-19 00:00:00";"2016-07-19 17:51:18"
109;2;0;0;2;0;0;2;0;0;0;0;4;0;0;10;1;1;0;0;0;0;0;24;904;4;0;0;0;0;6;0;0;0;0;0;0;8000;800;4266;4000;NULL;2963;26134;NULL;NULL;2963;26134;NULL;4;1;1;1;0;1;NULL;2;0;NULL;NULL;NULL;NULL;NULL;"2016-07-18 00:00:00";"2016-07-22 08:26:39"
110;2;2;1;4;1;1;0;0;2;0;7;2;0;0;29;9;1;1;0;0;1;6;16;2648;266;0;2;0;0;11;3;0;0;0;0;1;7494;-406;1067;124;2383679;733635;NULL;68285;2363389;6171;NULL;10650;3;0;2;0;0;0;4611;2;0;-114;-50;NULL;NULL;NULL;"2015-10-30 00:00:00";"2016-07-22 02:33:39"
111;1;1;1;0;0;0;0;0;0;0;0;1;0;1;9;4;0;0;0;0;1;3;16;4444;770;0;0;1;0;5;0;0;0;0;0;2;-800;-1250;-1063;-1100;NULL;NULL;NULL;2832843;NULL;NULL;NULL;1061046;1;0;0;1;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2014-05-31 00:00:00";"2016-07-09 23:10:29"
112;2;0;0;4;2;1;1;0;0;0;3;6;1;0;19;2;0;0;0;0;0;1;38;888;7;0;0;0;0;8;0;0;0;1;0;0;19300;750;8033;7625;44768;2052;7093;110734;44768;2052;7093;110734;9;2;1;4;1;0;4375;4;1;NULL;NULL;NULL;NULL;NULL;"2016-07-14 00:00:00";"2016-07-21 22:27:27"
113;2;2;1;13;11;0;0;0;1;1;21;11;0;2;64;34;9;1;1;0;2;19;28;879;93;0;0;2;0;22;0;0;2;0;0;0;14751;-33249;-13602;-9099;126901;4269;73;183243;100600;1293;73;206248;6;2;0;0;2;1;22256;11;0;NULL;NULL;NULL;NULL;-275;"2016-04-19 00:00:00";"2016-07-21 21:24:45"
115;2;0;0;15;15;0;0;0;0;0;6;26;67;0;119;71;59;0;5;0;0;2;17;119;79;0;0;0;0;10;1;0;0;56;0;1;8000;-400286;-201227;-189216;398064;19900;NULL;221;197501;403;NULL;20;3;1;1;0;0;0;1097;15;13;-37;-37;NULL;NULL;NULL;"2016-05-03 00:00:00";"2016-07-21 15:48:24"
116;2;0;0;7;2;2;0;1;0;2;0;8;4;0;30;10;2;2;5;1;0;0;33;4128;5;0;0;0;0;8;0;0;0;0;0;0;1501;-26499;-14429;-14499;53441;185;211;137;86556;202;211;28;11;0;3;2;6;0;NULL;5;1;NULL;NULL;NULL;NULL;NULL;"2016-07-16 00:00:00";"2016-07-21 14:24:52"
117;2;0;0;13;10;1;0;2;0;0;2;15;4;0;32;7;4;0;0;0;0;0;47;888;9;0;0;0;0;9;0;0;0;3;0;0;25000;-23000;-280;1000;81098;6052;917;3;69978;6444;258;3;4;1;0;3;0;0;9952;12;2;NULL;NULL;NULL;NULL;NULL;"2016-07-12 00:00:00";"2016-07-21 13:38:40"
118;2;0;0;17;16;0;0;0;0;0;2;19;2;0;41;9;5;0;0;0;0;0;47;888;9;0;0;0;0;13;0;0;0;6;0;0;48800;800;12769;8800;41388;9077;686;47;38959;9244;665;47;4;1;0;3;0;0;9950;15;2;NULL;NULL;NULL;NULL;NULL;"2016-07-12 00:00:00";"2016-07-21 13:30:37"
119;2;0;0;2;2;0;0;0;0;0;1;4;1;0;12;2;2;0;0;0;0;0;17;879;52;0;0;0;0;6;0;0;0;4;0;0;8111;166;4113;4088;335582;11222;NULL;NULL;335582;11222;NULL;NULL;9;1;0;0;0;0;NULL;2;1;NULL;NULL;NULL;NULL;NULL;"2016-05-30 00:00:00";"2016-07-21 08:42:51"
122;2;0;0;6;0;2;0;4;0;0;1;8;1;0;14;2;2;0;0;0;0;0;17;879;56;0;0;0;0;5;0;0;0;5;0;0;8100;200;3787;3150;168820;8883;21287;NULL;168820;8883;9526;NULL;9;1;0;0;0;0;NULL;6;1;NULL;NULL;NULL;NULL;NULL;"2016-05-26 00:00:00";"2016-07-21 11:38:33"
123;2;0;0;3;2;0;0;0;0;0;1;5;1;0;10;3;2;0;0;0;0;0;21;879;37;0;0;0;0;6;0;0;0;1;0;0;150225;225;27843;4102;156830;14054;NULL;NULL;156830;15029;NULL;NULL;14;1;6;0;0;0;17441;3;1;NULL;NULL;NULL;NULL;NULL;"2016-06-14 00:00:00";"2016-07-21 08:38:39"
124;1;258;3;18;0;1;8;3;1;0;18;90;6;90;414;289;2;2;14;13;95;163;32;1104;153;5;7;246;0;30;9;0;1;0;0;0;22272;-56685;-25963;-28078;252272;23766;326;28710;58010;22911;61;10338;6;1;2;1;1;1;NULL;4;3;-192;-100;NULL;NULL;-2365;"2016-02-17 00:00:00";"2016-07-19 17:15:38"
125;2;0;0;6;1;1;0;1;2;0;0;8;2;0;13;4;1;0;1;1;0;0;21;879;35;0;0;0;0;5;0;0;0;1;0;0;151156;156;17774;1528;85401;10866;29943;NULL;2802;8247;29943;NULL;14;1;6;0;0;0;NULL;6;2;NULL;NULL;NULL;NULL;NULL;"2016-06-14 00:00:00";"2016-07-19 17:15:38"
127;2;0;0;8;4;0;3;0;0;1;2;10;0;0;42;5;2;0;2;0;0;0;35;4723;113;0;0;0;0;13;0;0;0;0;0;0;16010;10;5286;5310;83920;8264;2876355;48;80956;8612;95417;48;6;0;0;3;0;2;NULL;8;0;NULL;NULL;NULL;NULL;NULL;"2016-03-29 00:00:00";"2016-07-20 20:21:18"
128;2;0;0;14;6;1;4;2;1;0;46;16;1;0;108;59;1;0;10;0;0;47;35;4723;113;0;0;0;0;14;0;8;1;5;0;1;14020;-1780;1990;100;120216;33794;247;167355;86498;13083;254;260939;6;0;0;3;0;2;NULL;14;1;NULL;NULL;-50;-50;-10;"2016-03-29 00:00:00";"2016-07-20 20:19:40"
129;2;0;0;13;10;0;0;0;1;2;16;14;0;0;49;26;11;0;0;0;0;15;30;135;107;0;0;0;0;14;0;0;0;0;0;0;7501;-8499;-882;-499;141881;8703;6010;466983;38602;3360;6010;293726;3;2;0;0;0;0;NULL;9;0;NULL;NULL;NULL;NULL;NULL;"2016-04-04 00:00:00";"2016-07-20 19:14:18"
130;2;0;0;1;1;0;0;0;0;0;1;2;0;0;11;1;1;0;0;0;0;0;27;2648;170;0;0;0;0;7;0;0;0;0;0;1;7900;0;3950;3950;NULL;637;NULL;NULL;NULL;637;NULL;NULL;2;1;0;1;0;0;2504;1;0;NULL;NULL;NULL;NULL;NULL;"2016-02-01 00:00:00";"2016-07-20 13:10:54"
131;2;0;0;13;2;1;4;1;3;2;6;23;0;0;56;13;3;1;2;1;0;6;39;4128;20;0;0;0;0;11;0;1;0;0;0;2;7401;-699;1318;-349;76013;10202;178;163228;61617;438;40;65714;6;1;2;1;2;0;NULL;11;0;NULL;NULL;-50;-50;NULL;"2016-06-29 00:00:00";"2016-07-19 14:45:14"
132;2;0;0;7;1;0;4;2;0;0;2;12;0;0;28;2;2;0;0;0;0;0;37;126;26;0;0;0;0;12;0;0;0;0;0;0;7970;70;4592;5070;91360;437;2392;NULL;91360;437;1613;NULL;3;0;1;0;2;0;4521;6;0;NULL;NULL;NULL;NULL;NULL;"2016-06-24 00:00:00";"2016-07-20 18:36:34"
133;2;0;0;6;4;1;0;1;0;0;36;11;0;0;60;37;5;1;0;0;0;31;47;879;242;0;0;0;0;9;0;3;0;0;0;1;6700;-16550;-4684;-950;83931;28398;NULL;345960;68071;931;NULL;259298;3;1;0;2;0;0;446;6;0;NULL;NULL;-50;-50;NULL;"2015-11-21 00:00:00";"2016-07-20 18:27:56"
134;2;0;0;7;7;0;0;0;0;0;1;9;0;0;29;8;7;0;0;0;0;1;26;4128;9;0;0;0;0;13;0;0;0;0;0;0;8100;0;3753;100;75447;172;NULL;75575;88047;156;NULL;75575;4;0;1;2;0;0;13224;7;0;NULL;NULL;NULL;NULL;NULL;"2016-07-11 00:00:00";"2016-07-20 18:03:42"
135;1;1;1;2;0;0;0;0;0;1;26;23;3;1;58;28;0;0;3;20;4;1;66;1116;68;0;0;1;0;14;3;3;0;0;0;0;10001;-23220;-8799;-10079;NULL;1116917;60;150893;NULL;1116917;60;44561;2;1;0;1;0;0;NULL;0;2;-1075;-955;-1000;-1000;NULL;"2016-05-13 00:00:00";"2016-07-20 12:49:47"
136;2;0;0;2;2;0;0;0;0;0;0;4;0;0;10;2;2;0;0;0;0;0;31;3600;20;0;0;0;0;8;0;0;0;0;0;0;8666;800;4658;4583;169502;36854;NULL;NULL;169502;36854;NULL;NULL;4;1;0;3;0;0;20391;2;0;NULL;NULL;NULL;NULL;NULL;"2016-06-30 00:00:00";"2016-07-20 15:01:01"
137;2;0;0;2;1;0;0;0;1;0;44;3;0;0;77;69;1;0;0;0;0;68;20;2648;169;0;0;0;0;9;0;3;0;0;0;1;-100;-8800;-4378;-4400;63169;24868;NULL;177793;63169;24868;NULL;174981;1;1;0;0;0;0;2452;2;0;NULL;NULL;-100;-100;NULL;"2016-02-02 00:00:00";"2016-07-20 14:35:47"
138;2;4;1;22;2;1;4;5;3;5;3;19;10;4;97;37;4;2;3;3;4;20;19;1618;586;0;0;4;0;31;0;0;1;0;0;1;34169;-1831;5980;8;324586;49177;1971;95564;208953;1083;390;37;2;1;0;1;0;0;NULL;13;5;NULL;NULL;NULL;NULL;-100;"2014-12-12 00:00:00";"2016-07-20 14:07:07"
139;2;0;0;2;0;0;0;0;0;0;1;1;0;2;18;1;0;0;0;0;0;0;17;1618;468;0;0;0;0;7;0;0;0;0;0;0;34000;0;22666;34000;33191;2463;NULL;NULL;33191;2463;NULL;NULL;3;1;1;1;0;0;1194;2;0;NULL;NULL;NULL;NULL;NULL;"2015-04-09 00:00:00";"2016-07-20 13:17:19"
140;2;0;0;6;4;0;0;0;1;1;12;8;0;0;39;16;5;0;0;0;1;10;18;1618;35;0;0;0;0;18;0;1;0;0;0;0;7615;-15335;-1618;-317;190798;781;74;187693;199116;857;74;259260;4;1;2;1;0;0;18448;6;0;NULL;NULL;-50;-50;NULL;"2016-06-15 00:00:00";"2016-07-20 13:04:35"
142;2;0;0;2;2;0;0;0;0;0;5;4;0;0;20;2;2;0;0;0;0;0;24;888;35;0;0;0;0;10;0;0;0;0;0;0;8021;21;4013;4005;155734;12441;NULL;NULL;155734;12441;NULL;NULL;1;0;0;1;0;0;NULL;2;0;NULL;NULL;NULL;NULL;NULL;"2016-06-15 00:00:00";"2016-07-20 12:55:48"
143;2;0;0;16;5;3;3;4;1;0;1;18;1;0;46;10;7;0;1;0;0;0;28;3600;51;0;0;0;0;17;0;0;0;7;0;0;1841;-7100;-2218;-1712;192179;25162;2111;NULL;158055;21695;449;NULL;4;2;0;2;0;0;NULL;16;1;NULL;NULL;NULL;NULL;NULL;"2016-05-30 00:00:00";"2016-07-20 12:35:31"
144;2;0;0;16;9;2;0;1;3;0;1;18;0;0;47;11;9;0;0;0;1;0;28;3600;51;0;0;0;0;19;0;0;0;0;0;0;32605;-7095;4732;925;214786;8274;6404;21;134401;6578;277;21;4;2;0;2;0;0;NULL;15;0;NULL;NULL;NULL;NULL;NULL;"2016-05-30 00:00:00";"2016-07-20 12:19:28"
145;2;0;0;3;2;0;0;0;1;0;0;8;0;0;19;5;2;0;0;0;0;3;30;888;32;0;0;0;0;6;0;0;0;0;0;0;7516;-450;1672;-225;400553;14803;648;87240;400553;14803;648;87240;1;1;0;0;0;0;NULL;3;0;NULL;NULL;NULL;NULL;NULL;"2016-06-18 00:00:00";"2016-07-20 12:12:35"
146;2;0;0;8;3;1;2;0;0;1;2;9;0;0;54;8;3;1;2;0;0;0;29;1618;211;0;0;0;0;15;0;0;0;0;0;0;15300;-22750;-13480;-14860;277218;1907;89501;24;195328;1746;89501;24;6;3;0;0;0;0;NULL;8;0;NULL;NULL;NULL;NULL;NULL;"2015-12-22 00:00:00";"2016-07-20 12:05:46"
147;2;0;0;2;0;0;0;0;0;2;3;2;0;0;13;2;0;0;0;0;0;2;17;1104;33;0;0;0;0;7;0;0;1;0;0;1;51;-51;0;0;NULL;137;23;3527;NULL;137;23;3527;2;2;0;0;0;0;NULL;0;0;NULL;NULL;NULL;NULL;-51;"2016-06-17 00:00:00";"2016-07-20 11:14:58"
148;2;16;2;15;5;1;2;2;3;2;28;11;6;13;74;52;10;0;0;0;0;42;17;1104;113;0;1;15;0;11;0;1;0;9;0;1;6162;-25818;-6842;-1538;115047;20399;5653;165451;120891;14363;1402;124599;1;0;0;1;0;0;NULL;11;3;NULL;NULL;-50;-50;NULL;"2016-03-29 00:00:00";"2016-07-20 10:46:41"
149;2;59;3;23;4;3;4;3;0;7;46;5;3;46;208;146;2;0;12;15;35;82;27;879;309;3;4;52;0;57;1;4;10;0;0;3;8975;-18329;-7644;-8009;194378;30120;676;66129;93182;8635;25;17094;2;0;0;2;0;0;885;4;1;-100;-100;-75;-75;-289;"2015-09-15 00:00:00";"2016-07-20 09:11:35"
150;1;199;2;36;2;5;2;9;4;12;33;21;23;149;378;270;2;1;11;14;47;195;21;904;138;0;0;198;1;65;0;0;15;0;0;3;3130;-28342;-10338;-8047;232768;29819;29;15947;25947;5541;27;4981;3;0;0;1;0;1;NULL;6;5;NULL;NULL;NULL;NULL;-76;"2016-03-04 00:00:00";"2016-07-20 09:00:02"
151;1;215;1;85;1;9;13;11;19;28;199;61;115;79;676;576;0;8;23;39;143;362;45;130;288;0;0;215;0;179;98;0;1;0;0;5;25000;-120452;-63099;-65061;58458;6854;4685;16285;17322;2029;41;5342;5;0;1;1;3;0;NULL;14;17;-86;-65;NULL;NULL;-5100;"2015-10-06 00:00:00";"2016-07-20 02:28:04"
153;1;28;2;32;0;1;3;5;3;15;28;1;12;24;137;80;2;2;2;2;24;41;36;2415;674;0;0;26;2;45;9;0;5;0;0;1;16495;-45345;-26495;-33623;438772;26504;41;66651;253329;182;26;14238;2;1;0;1;0;0;NULL;0;3;-123;-100;NULL;NULL;-104;"2014-09-15 00:00:00";"2016-07-20 00:12:34"
154;1;0;0;0;0;0;0;0;0;0;24;2;0;0;28;24;0;0;0;0;0;24;17;901;309;0;0;0;0;5;0;0;0;0;0;1;-100;-2400;-1250;-1250;NULL;NULL;NULL;281839;NULL;NULL;NULL;259741;1;0;0;1;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2015-09-15 00:00:00";"2016-07-20 00:12:34"
155;1;122;3;48;0;0;10;8;17;12;89;78;114;133;472;347;2;6;37;31;87;185;20;3573;118;0;5;101;16;65;26;0;11;0;0;7;85013;-111788;-56556;-89413;112871;8644;1060;16375;47283;1154;492;3490;1;0;0;1;0;0;NULL;22;14;-184;-150;NULL;NULL;-201;"2016-03-23 00:00:00";"2016-07-19 23:59:41"
156;1;46;1;18;0;6;3;1;0;5;26;129;12;32;290;96;0;11;7;2;7;67;26;10484;448;0;0;46;0;40;10;0;1;0;0;3;10000;-34224;-18218;-18652;752647;6489;17;57154;334596;823;13;2710;2;1;0;1;0;0;NULL;5;3;-119;-100;NULL;NULL;-50;"2015-04-28 00:00:00";"2016-07-19 22:42:54"
157;1;187;1;36;0;9;3;3;1;16;69;24;59;169;462;394;0;3;20;34;101;236;41;2406;473;0;0;187;0;91;33;1;1;0;0;3;8368;-84577;-38086;-34602;187735;17561;28;21293;43690;1633;16;7018;5;0;0;2;3;0;NULL;6;11;-126;-100;-500;-500;-200;"2015-04-03 00:00:00";"2016-07-19 21:59:54"
158;1;30;3;10;1;0;2;1;0;5;41;2;4;24;108;77;0;0;3;6;17;50;25;879;600;1;3;26;0;44;20;0;0;0;2;1;15168;-15567;-2764;-2898;863436;54085;1555;92834;572880;79140;49;19272;1;1;0;0;0;0;NULL;0;1;-67;-50;NULL;NULL;NULL;"2014-11-27 00:00:00";"2016-07-19 21:31:25"
159;2;0;0;15;14;0;0;1;0;0;1;17;7;0;50;13;6;0;0;0;0;1;24;888;14;0;0;0;0;16;0;0;0;11;0;0;24100;-39850;-2699;200;70167;15526;7947;12667;50061;8857;822;38;6;1;2;2;1;0;15064;15;4;NULL;NULL;NULL;NULL;NULL;"2016-07-05 00:00:00";"2016-07-19 21:34:58"
160;2;0;0;3;3;0;0;0;0;0;7;12;4;0;74;10;7;0;0;1;0;2;23;1618;8;0;0;0;0;15;0;0;0;1;0;2;8150;-32800;-9366;-8000;146781;129;NULL;17435;90254;165;NULL;2671;2;0;1;1;0;0;1632;3;2;NULL;NULL;NULL;NULL;NULL;"2016-07-11 00:00:00";"2016-07-19 21:04:38"
161;2;0;0;8;6;0;2;0;0;0;4;10;0;0;32;11;5;1;0;1;0;3;16;4128;7;0;0;0;0;14;0;0;0;0;0;0;8050;-9850;102;-50;64083;176;487;40966;80208;161;487;37661;2;1;0;1;0;0;10753;8;0;NULL;NULL;NULL;NULL;NULL;"2016-07-12 00:00:00";"2016-07-19 20:41:29"
162;2;0;0;0;0;0;0;0;0;0;0;2;0;0;6;0;0;0;0;0;0;0;16;888;14;0;0;0;0;5;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10;2;1;0;7;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2016-07-05 00:00:00";"2016-07-19 19:53:56"
163;2;1;1;7;2;0;1;3;1;0;4;11;0;1;28;7;2;1;0;1;0;3;19;888;6;0;0;1;0;11;0;1;0;0;1;0;9226;-50;3609;1226;44899;2090;2333;53602;23392;2452;1099;44123;4;1;0;2;0;1;6067;7;0;NULL;NULL;-50;-50;NULL;"2016-07-13 00:00:00";"2016-07-19 19:41:23"
164;1;78;2;26;1;5;2;2;0;11;78;12;24;57;259;185;1;3;13;22;63;81;27;378;2234;0;0;69;9;57;16;17;0;0;0;3;3031;-53170;-24900;-25401;59426;103295;59;54076;49755;32889;49;19017;3;0;0;2;1;0;NULL;7;6;-240;-225;-250;-323;NULL;"2010-06-07 00:00:00";"2016-07-19 19:33:39"
165;2;0;0;5;3;0;0;0;0;2;1;7;0;0;19;5;4;0;0;0;1;0;18;879;663;0;0;0;0;11;0;0;0;0;3;1;7800;-7700;-3780;-7525;565155;1472;24808;3016;590265;1233;24808;3016;1;1;0;0;0;0;10383;5;0;NULL;NULL;NULL;NULL;NULL;"2014-09-25 00:00:00";"2016-07-19 19:03:48"
166;1;58;1;9;0;2;0;2;3;2;21;102;6;56;256;97;0;0;0;4;25;68;23;4819;62;0;0;58;0;40;10;0;0;0;0;1;5200;-10344;-2913;-3218;161589;32366;3448;34813;89960;3556;3448;13775;2;1;1;0;0;0;NULL;6;2;-153;-125;NULL;NULL;NULL;"2016-05-18 00:00:00";"2016-07-19 18:35:37"
167;1;110;2;29;0;2;2;1;8;16;39;34;0;34;208;160;0;0;2;4;28;126;20;2606;292;0;4;106;0;64;17;0;0;0;0;2;2905;-13577;-6391;-5751;222485;21914;118653;33113;83962;2647;7972;8986;2;1;0;1;0;0;NULL;6;0;-85;-50;NULL;NULL;NULL;"2015-09-21 00:00:00";"2016-07-09 21:31:14"
168;2;0;0;15;14;0;0;0;1;0;4;25;2;0;75;24;23;0;0;0;1;0;21;879;74;0;0;0;0;18;0;0;0;0;0;0;8600;-77600;-24539;-23200;453082;13276;1707;13017;164185;12092;1707;35;9;1;1;1;2;0;8873;15;1;NULL;NULL;NULL;NULL;NULL;"2016-05-06 00:00:00";"2016-07-19 17:44:51"
169;1;406;3;70;5;9;14;8;9;10;126;97;33;279;793;621;3;10;38;67;165;327;27;4819;463;6;11;389;0;161;63;0;0;0;6;5;11969;-303698;-91459;-53906;80066;15317;4896;13395;16095;3051;27;3059;4;0;2;1;1;0;NULL;7;10;-143;-100;NULL;NULL;NULL;"2015-04-13 00:00:00";"2016-07-19 17:01:54"
170;2;0;0;16;2;1;1;3;9;0;1;18;0;0;29;4;4;0;0;0;0;0;18;888;17;0;0;0;0;9;0;0;0;0;0;0;8182;166;3611;3116;181567;7775;695;NULL;163501;5362;404;NULL;12;2;0;0;6;0;19225;16;0;NULL;NULL;NULL;NULL;NULL;"2016-07-02 00:00:00";"2016-07-19 16:44:58"
172;1;179;1;56;0;0;9;14;21;13;27;365;6;87;798;254;0;0;4;11;32;208;26;926;276;0;0;179;0;107;8;0;5;0;0;3;6146;-11790;-3138;-3403;156068;17213;77954;27345;23004;4201;15078;8338;3;0;1;0;0;0;NULL;23;3;-49;-20;NULL;NULL;-70;"2015-10-17 00:00:00";"2016-07-19 15:24:18"
173;2;0;0;3;2;0;0;0;0;1;0;4;0;0;10;2;2;0;0;0;0;0;19;1579;3;0;0;0;0;7;0;0;0;0;0;0;8001;0;4800;8000;158898;623;292;NULL;158898;623;292;NULL;2;1;0;0;1;0;NULL;2;0;NULL;NULL;NULL;NULL;NULL;"2016-07-16 00:00:00";"2016-07-19 13:41:32"
174;2;0;0;9;3;1;1;1;3;0;2;11;0;0;24;4;4;0;0;0;0;0;19;888;47;0;0;0;0;10;0;0;0;0;0;0;8132;166;4042;3132;172592;13077;1963;NULL;165000;11376;600;NULL;2;2;0;0;0;0;NULL;9;0;NULL;NULL;NULL;NULL;NULL;"2016-06-02 00:00:00";"2016-07-19 13:26:05"
175;1;140;2;35;0;0;3;4;9;3;2;17;6;109;278;205;0;13;31;41;76;34;29;3600;1942;0;0;130;10;79;0;0;1;0;0;0;185348;-58254;22049;-12254;156547;29212;159121;38754;52683;17535;99;23490;4;0;0;3;0;1;NULL;17;2;NULL;NULL;NULL;NULL;-1000;"2011-03-26 00:00:00";"2016-07-19 12:59:16"
176;1;50;2;25;2;2;6;7;3;5;46;23;19;15;165;131;0;4;9;14;22;79;22;3562;350;0;0;49;1;55;20;0;2;0;0;0;-321;-82383;-57659;-73035;181008;47478;16820;73864;67658;32731;16820;18033;2;0;0;1;1;0;NULL;9;9;-56;-50;NULL;NULL;-75;"2015-08-04 00:00:00";"2016-07-19 12:59:16"
177;1;144;3;66;0;5;8;19;19;13;38;48;77;129;397;278;0;4;22;50;66;136;31;913;1273;2;16;126;0;73;19;0;0;0;0;0;8513;-97624;-47976;-45714;127485;19561;6987;52615;51448;7725;68;6928;6;0;0;3;2;0;NULL;16;15;-108;-100;NULL;NULL;NULL;"2013-01-23 00:00:00";"2016-07-19 12:47:24"
178;2;1;1;3;2;0;0;1;0;0;24;4;2;0;43;24;1;0;0;0;2;21;20;879;74;0;1;0;0;11;0;0;2;0;0;0;6100;-1750;-347;-1100;153425;15383;NULL;209860;160724;15383;NULL;259378;5;1;0;3;0;1;242;2;1;NULL;NULL;NULL;NULL;-75;"2016-05-06 00:00:00";"2016-07-19 12:37:34"
